candidate,phrase,type,post_count,example_1,example_2,example_3
Trump,#trumpguilty,hashtag,3,"Thom Hartmann - 
Possible swing state VOTE hack by MAGA

https://anonymous

#MangoWanker #Mobster #Traitor #Trumphitler #Musk #GOPtraitors #Trump #Putin #Vance #Epstein #Fascists #MAGA #Giuliani #Hitler #Murdoch #Project2025 #Greed #Reagan began the #CRIMINAL #GOP #TrumpGuilty #Rapistt #Fraud","Worth watching from about 8 mins in

https://anonymous

#MangoWanker #Mobster #Traitor #Trumphitler #Musk #GOPtraitors #Trump #Putin #Vance #Epstein #Fascists #MAGA #Giuliani #Hitler #Murdoch #Project2025 #Greed #Reagan began the #CRIMINAL #GOP #TrumpGuilty #Rapistt #Fraud 34 counts",This is a good thing. We need more good things. #trumpguilty
Trump,#trumpisacoward,hashtag,3, #TrumpIsACoward #NEVERvoteRepublican USA DESERVES BETTER....ONLY VOTE BLUE.,#TrumpIsACoward is now trending,"Trump is a coward. Pass it on. Won’t debate 

#TrumpIsACoward"
Trump,#trumpisanationaldisgrace,hashtag,3,"To all the Trump-haters, whatever party you are, Republican, Democrat, or otherwise, THIS IMAGE POST IS DEDICATED TO YOU…
(I actually needed Twitter 
to quick-find these hash–
tags, by the way)
#NeverTrump #trumpisbadforus #TrumpisaNationalDisgrace #TrumpIsAnExistentialThreat #trumpforprison","I didn't vote for him.
America is fu(ked.
#TrumpisaNationalDisgrace
#TrumpIsADangertoAmerica 
https://anonymous","To all the Trump-haters, whatever party you are, Republican, Democrat, or otherwise, THIS IMAGE POST IS DEDICATED TO YOU…
(I actually needed Twitter 
to quick-find these hash–
tags, by the way)
#NeverTrump #trumpisbadforus #TrumpisaNationalDisgrace #TrumpIsAnExistentialThreat #trumpforprison"
Trump,#trumpisatraitorandcriminal,hashtag,3,"This is exciting and hopeful and all the feels we need!! 

👏👏👏👏👏👏👏👏👏👏

#Recount2024
#HarrisWalz2024
#KamalaHarris2024
#PresidentialElection
#PresidentialElection2024
#TrumpIsATraitorAndCriminal","The arrogance is disgusting and disturbing 🤢

#Giuliani 
#RudyGiuliani
#TrumpIsATraitorAndCriminal","I'm going to put aside some time later today to watch this! 👍 

#Film
#Politics
#FilmSky
#PoliticsSky
#TrumpSupporter
#TrumpIsATraitorAndCriminal"
Trump,#trumpisderanged,hashtag,3,"I don’t respect Trump. 
It bothers me because I don’t usually see myself as better than others.
But I not only don’t respect him, I’m afraid of him. 
It’s like giving the car keys to a 95 year old grandpa with all the grandkids in the car. 
It’s irresponsible and dangerous. 
#TrumpIsDeranged","I don’t respect Trump. 
It bothers me because I don’t usually see myself as better than others.
But I not only don’t respect him, I’m afraid of him. 
It’s like giving the car keys to a 95 year old grandpa with all the grandkids in the car. 
It’s irresponsible and dangerous. 
#TrumpIsDeranged","I don’t respect Trump. 
It bothers me because I don’t usually see myself as better than others.
But I not only don’t respect him, I’m afraid of him. 
It’s like giving the car keys to a 95 year old grandpa with all the grandkids in the car. 
It’s irresponsible and dangerous. 
#TrumpIsDeranged"
Trump,#trumpisunwell,hashtag,3,#Abortion #WomensRights #HumanRights #DangerousDonald #DonaldArlingtonTrump #GOPWeirdos #TrumpWillLose2024 #TrumpIsUnwell #Project2025 #KevinRoberts #HeritageFoundation #NoRepublicansEverAgain #FuckFascists #VoteBlue #USPol #DonaldTrump,#Abortion #WomensRights #HumanRights #DangerousDonald #DonaldArlingtonTrump #GOPWeirdos #TrumpWillLose2024 #TrumpIsUnwell #Project2025 #KevinRoberts #HeritageFoundation #NoRepublicansEverAgain #FuckFascists #VoteBlue #USPol #DonaldTrump,"Let’s just call it what it is. A vote for trump to be president is really just a vote for j d vance to be president. 

#TrumpIsUnwell"
Trump,#trumpkakistocracy,hashtag,3,"For anyone who thought tRUmp would staff his cabinet with normal people, I have a very nice bridge to sell you. It's disgusting who he's nominating. Congratulations MAGAts, hope you're happy. #tRUmpKakistocracy.","Now #Trump is just TAUNTING the Senate — Statutory rapist & interstate sex trafficker under House ethics investigation MATT GOETZ as Attorney General?! ATTORNEY GENERAL??!!

#TrumpKakistocracy #Trump is not serious about being president.",#TrumpKakistocracy
Trump,#trumpproject2025,hashtag,3,"#TrumpPROJECT2025 Trump will #JIMCROW America!!! Look up their plan to DESTROY Our Country!!! Folks these (Racist Facist Bigots) are not BS!! #VoteBlue🌊🇺🇲 on Every Ballet, Vote #HarrisWalz2024🇺🇲🌊💙🇵🇷 NOW!!!!!!#WeBackHarrisWalz🇺🇲🌊💙🇵🇷🇺🇦🇯🇴🤲🏿🌿","#TrumpPROJECT2025 Trump will #JIMCROW America!!! Look up their plan to ""DESTROY Our Country""!!! Folks these ( #Racist #Facist #Bigots) are not BS!! 🇺🇲🌊💙🇵🇷🇺🇦🇯🇴🤲🏿🌿","Hope the #Freepalestine movement is happy with their decision not to support Harris. There will be peace in Israel and #fromtherivertothesea 
will become a reality....just hope the Palestinians can swim #TrumpProject2025 #Project2025 #SaveDemocracy #NeverTrump #SCOTUSIsCorrupt #Voterizer"
Trump,#trumpspicks,hashtag,3,"Tulsi Gabbard director of National Intelligence. Are you freaking kidding me??!!! 
#trumpspicks","Has anyone else noticed that Tulsi Gabbard now has Cruella Deville hair?
#trumpspicks","Has anyone else noticed that Tulsi Gabbard now has Cruella Deville hair?
#trumpspicks"
Trump,#trumpstolenuclearsecrets,hashtag,3,This guy gets 15 years (deserved) and Trump gets to be president. #TrumpStoleNuclearSecrets,This guy gets 15 years (deserved) and Trump gets to be president. #TrumpStoleNuclearSecrets,This guy gets 15 years (deserved) and Trump gets to be president. #TrumpStoleNuclearSecrets
Trump,#trumpuniversity,hashtag,3,"Oralè Resisters
See what $25000 
Trump buy nowadays 
#TrumpUniversity 
Corruption at the highest levels of our government continues to be purchased nominees! 
#TrumpYardSale #ShitlersList","Oralè Resisters
See what $25000 
Trump buy nowadays 
#TrumpUniversity 
Corruption at the highest levels of our government continues to be purchased nominees! 
#TrumpYardSale #ShitlersList","Oralè Resisters
See what $25000 
Trump buy nowadays 
#TrumpUniversity 
Corruption at the highest levels of our government continues to be purchased nominees! 
#TrumpYardSale #ShitlersList"
Trump,#trumpwilllose2024,hashtag,3,#HarrisWalz #MichaelBloomberg #KamalaBringsUsJoy #NeverAgainTrump #VoteBlue #TrumpWillLose2024 #NoRepublicansEverAgain #USPol,#Abortion #WomensRights #HumanRights #DangerousDonald #DonaldArlingtonTrump #GOPWeirdos #TrumpWillLose2024 #TrumpIsUnwell #Project2025 #KevinRoberts #HeritageFoundation #NoRepublicansEverAgain #FuckFascists #VoteBlue #USPol #DonaldTrump,#Abortion #WomensRights #HumanRights #DangerousDonald #DonaldArlingtonTrump #GOPWeirdos #TrumpWillLose2024 #TrumpIsUnwell #Project2025 #KevinRoberts #HeritageFoundation #NoRepublicansEverAgain #FuckFascists #VoteBlue #USPol #DonaldTrump
Trump,#trumpyardsale,hashtag,3,"Oralè Resisters
See what $25000 
Trump buy nowadays 
#TrumpUniversity 
Corruption at the highest levels of our government continues to be purchased nominees! 
#TrumpYardSale #ShitlersList","Oralè Resisters
See what $25000 
Trump buy nowadays 
#TrumpUniversity 
Corruption at the highest levels of our government continues to be purchased nominees! 
#TrumpYardSale #ShitlersList","Oralè Resisters
See what $25000 
Trump buy nowadays 
#TrumpUniversity 
Corruption at the highest levels of our government continues to be purchased nominees! 
#TrumpYardSale #ShitlersList"
Trump,#veteransagainsttrump,hashtag,3,"Veterans AGAINST Trump!
#VeteransAgainstTrump","Veterans AGAINST Trump!
#VeteransAgainstTrump","I JUST HAPPEN to be a
""Retired Career Military Veteran""
TOO!
#VeteransAgainstTrump"
Trump,#vicepresidenttrump,hashtag,3,"Can we please start calling Trump 'Vice President' (elect) ? 
Since Musk is the one pulling the strings? 
And boy will he get mad if he sees it. 

#VicePresidentTrump","Hey I don't think Trump would be upset at all if we started calling him Vice President Trump, right?

#VicePresidentTrump","Hey I don't think Trump would be upset at all if we started calling him Vice President Trump, right?

#VicePresidentTrump"
Trump,#weirdtrump,hashtag,3,#KamalaHarris4President2024 #WeirdTrump #Republicans,#KamalaHarris  to make unexpected campaign stop in #Texas in the clearest sign yet that she is making  #abortion and #ReproductiveRights a central part of her closing pitch to  voters https://anonymous via @anonymous #DonaldTrump #OldTrump #WeirdTrump #Republicans,#KamalaHarris4President2024 #WeirdTrump #Republicans
Trump,--trump,variant,3,"""Oh no! How could I ever have foreseen this would be a ridiculous shitshow?""--Trump voters/Jake Paul-Mike Tyson ticket buyers","""Oh no! How could I ever have foreseen this would be a ridiculous shitshow?""--Trump voters/Jake Paul-Mike Tyson ticket buyers",Good talk with Bernie Sanders --Trump Plots MAGA Military Purge with Fox News Host in Charge https://anonymous
Trump,-donald,variant,3,"""All the best people.""
-Donald Trump","“Sometimes very bad decisions are made. They’re not made from an evil standpoint.”

-Donald Trump, excusing the MURDER of Sonya Massey","The 3 people most desperate for Trump to win are:
-Vladimir Putin 
-Elon Musk
-Donald Trump
There is a reason for this."
Trump,1trump,variant,3,"""Less than two weeks after Muslims in Dearborn and beyond voted for Donald Trump saying him and Biden/Harris were the same on Palestine so why not, Trump tells Israeli officials he will release holds on all offensive weapons including 2,000 pound bombs that Biden was blocking on Day 1Trump""","Blocked!
1trump.bsky.social
@anonymous","Blocked!
1trump.bsky.social
@anonymous"
Trump,anti-anti-trumpers,variant,3,"True or false? If, sometime in 2024, you had told anti-anti-Trumpers that Trump would make Gaetz attorney general, Gabbard national-intelligence director, RFK Jr. HHS secretary, etc., they would have shaken their head and said, sadly, ""You suffer from Trump Derangement Syndrome.""","True or false? If, sometime in 2024, you had told anti-anti-Trumpers that Trump would make Gaetz attorney general, Gabbard national-intelligence director, RFK Jr. HHS secretary, etc., they would have shaken their head and said, sadly, ""You suffer from Trump Derangement Syndrome.""","True or false? If, sometime in 2024, you had told anti-anti-Trumpers that Trump would make Gaetz attorney general, Gabbard national-intelligence director, RFK Jr. HHS secretary, etc., they would have shaken their head and said, sadly, ""You suffer from Trump Derangement Syndrome."""
Trump,donaldson,variant,3,"As a human marked as female/feminine, I would never support a misogynistic rapist, aka Trump; how Donaldson supports a racist I'll never understand.
https://anonymous",I hope S.A. Donaldson III arrives soon. His voice is important.,"Donald Trump gives Byron Donaldson, some type of cabinet appointment."
Trump,macdonalds,variant,3,Also notice that Mikey didn’t rate a seat at the  MacDonalds!,Also notice that Mikey didn’t rate a seat at the  MacDonalds!,I wonder in MacDonalds appreciates all the free publicity that Trump gives them. You could not buy it otherwise
Trump,obama-trump-biden,variant,3,I feel like Alcibiades is the prototype of the Obama-Trump-Biden voter,I feel like Alcibiades is the prototype of the Obama-Trump-Biden voter,I feel like Alcibiades is the prototype of the Obama-Trump-Biden voter
Trump,pre-trump,variant,3,"From Heather Cox Richardson's morning Letters from an American: None of Trump’s Cabinet nominees would have been anything but laughable in the pre-Trump era when, for example, Democratic cabinet nominations were sunk for a failure to pay employment taxes for a nanny, or for a donor-provided car.","From Heather Cox Richardson's morning Letters from an American: None of Trump’s Cabinet nominees would have been anything but laughable in the pre-Trump era when, for example, Democratic cabinet nominations were sunk for a failure to pay employment taxes for a nanny, or for a donor-provided car.","Pre-Trump conviction

Biden in the best person to be President

Post-Trump conviction

Biden is the best person to be President"
Trump,retrumplican,variant,3,"I’d like to know where I can get a refund on the time I spent on alert, waiting to take off and bomb the same nation that now owns the Retrumplican Party.","I’d like to know where I can get a refund on the time I spent on alert, waiting to take off and bomb the same nation that now owns the Retrumplican Party.","Holy Retrumplican Rats, Batman !!"
Trump,trump-,variant,3,"We MUST NEVER normalize ANYTHING about trump- 

NOT HIS-

-lust for his own daughter
-predatory actions towards women
-ignorance
-incompetence
-laziness
-pandering to autocrats & war criminals
-grifting
-34 felony convictions
-coverup of 'stolen' classified docs

https://anonymous","amazing that the whole Trump arc is: 
people reject Trump->sorry, Electoral College->people reject Trump->Trump does coup->people point out Constitutional rule barring coup-doers from running again->every pundit in America: ""tsk tsk it's not legitimate unless the people reject Trump""","amazing that the whole Trump arc is: 
people reject Trump->sorry, Electoral College->people reject Trump->Trump does coup->people point out Constitutional rule barring coup-doers from running again->every pundit in America: ""tsk tsk it's not legitimate unless the people reject Trump"""
